visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
1027,47,2023-08-05,SW-18,Emergency,Proposed Foster Home,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,,Inconclusive
1028,47,2023-08-07,SW-19,Emergency,Community Center,Mendoza (Parent); Flores (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1029,47,2023-09-22,SW-04,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
1030,47,2023-09-22,SW-05,Initial Assessment,Proposed Foster Home,Rivera (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
1031,47,2023-09-25,SW-16,Routine Follow-Up,Church,Diaz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement
1032,47,2023-10-02,SW-06,Reintegration Assessment,Church,Cruz (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Inconclusive
1033,47,2023-10-03,SW-05,Reintegration Assessment,Church,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1034,47,2023-12-04,SW-05,Reintegration Assessment,Barangay Office,Santos (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
1035,47,2023-12-20,SW-09,Reintegration Assessment,Church,Flores (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
1036,47,2023-12-30,SW-05,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
1037,47,2024-01-11,SW-01,Post-Placement Monitoring,Community Center,Diaz (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
1038,47,2024-01-24,SW-11,Initial Assessment,Proposed Foster Home,Flores (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,,Inconclusive
1039,47,2024-02-08,SW-06,Post-Placement Monitoring,Barangay Office,Garcia (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable
1040,47,2024-02-23,SW-06,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
1041,47,2024-03-26,SW-17,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
1042,47,2024-03-29,SW-05,Reintegration Assessment,Barangay Office,Lopez (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1043,47,2024-04-17,SW-01,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1044,47,2024-05-02,SW-01,Post-Placement Monitoring,Family Home,Rivera (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
1045,47,2024-06-26,SW-12,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Inconclusive
1046,49,2024-07-16,SW-20,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
1047,49,2024-07-16,SW-03,Routine Follow-Up,Community Center,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Inconclusive
1048,49,2024-07-28,SW-13,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1049,49,2024-08-10,SW-18,Routine Follow-Up,Community Center,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Unfavorable
1050,49,2024-08-15,SW-14,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1051,49,2024-09-01,SW-08,Routine Follow-Up,Barangay Office,Torres (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
1052,49,2024-09-25,SW-08,Initial Assessment,Family Home,Flores (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
1053,49,2024-10-14,SW-20,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1054,49,2024-11-12,SW-05,Initial Assessment,Proposed Foster Home,Diaz (Parent); Mendoza (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,,Needs Improvement
1055,49,2024-11-23,SW-02,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1056,49,2024-11-29,SW-10,Post-Placement Monitoring,Church,Santos (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
1057,49,2024-12-12,SW-03,Reintegration Assessment,Proposed Foster Home,Cruz (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Unfavorable
1058,49,2025-02-03,SW-03,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1059,49,2025-02-14,SW-14,Initial Assessment,Family Home,Diaz (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Favorable
1060,49,2025-03-04,SW-04,Routine Follow-Up,School,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
1061,49,2025-03-11,SW-07,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Inconclusive
1062,49,2025-03-19,SW-13,Reintegration Assessment,School,Cruz (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
1063,49,2025-04-02,SW-19,Routine Follow-Up,School,Mendoza (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1064,49,2025-04-04,SW-14,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1065,49,2025-04-09,SW-07,Reintegration Assessment,Church,Santos (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
1066,49,2025-04-22,SW-20,Reintegration Assessment,School,Flores (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
1067,49,2025-04-30,SW-04,Initial Assessment,Proposed Foster Home,Diaz (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1068,49,2025-06-04,SW-14,Reintegration Assessment,Community Center,Mendoza (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,,Favorable
1069,49,2025-06-15,SW-12,Post-Placement Monitoring,Church,Torres (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Inconclusive
1070,49,2025-07-03,SW-14,Post-Placement Monitoring,Church,Garcia (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
1071,49,2025-07-10,SW-20,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Unfavorable
1072,49,2025-07-24,SW-01,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Unfavorable
1073,49,2025-08-05,SW-13,Routine Follow-Up,Family Home,Santos (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
1074,49,2025-10-11,SW-17,Initial Assessment,Proposed Foster Home,Reyes (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1075,49,2025-12-15,SW-20,Initial Assessment,Community Center,Cruz (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,,Favorable
1076,49,2025-12-30,SW-03,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Inconclusive
1077,49,2026-01-02,SW-14,Initial Assessment,School,Reyes (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1078,49,2026-01-07,SW-09,Initial Assessment,School,Reyes (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1079,49,2026-01-20,SW-16,Routine Follow-Up,School,Reyes (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Inconclusive
1080,49,2026-02-26,SW-16,Initial Assessment,School,Garcia (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1081,50,2023-05-09,SW-10,Routine Follow-Up,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
1082,50,2023-05-19,SW-06,Routine Follow-Up,School,Reyes (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Inconclusive
1083,50,2023-06-21,SW-05,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Inconclusive
1084,50,2023-08-04,SW-16,Initial Assessment,Family Home,Torres (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1085,50,2023-10-16,SW-19,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,,Favorable
1086,50,2024-01-20,SW-16,Initial Assessment,Church,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
1087,50,2024-03-03,SW-19,Initial Assessment,School,Diaz (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
1088,50,2024-03-10,SW-05,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1089,50,2024-03-11,SW-15,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1090,50,2024-04-29,SW-03,Routine Follow-Up,School,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable
1091,50,2024-06-07,SW-03,Emergency,Family Home,Mendoza (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,False,Follow-up scheduled,Favorable
1092,50,2024-07-12,SW-05,Reintegration Assessment,Family Home,Torres (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1093,50,2024-11-29,SW-03,Routine Follow-Up,Community Center,Mendoza (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,,Needs Improvement
1094,50,2025-01-07,SW-17,Routine Follow-Up,School,Mendoza (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
1095,50,2025-01-23,SW-02,Routine Follow-Up,School,Cruz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1096,50,2025-02-16,SW-19,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Needs Improvement
1097,50,2025-04-05,SW-12,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
1098,50,2025-04-05,SW-09,Routine Follow-Up,Barangay Office,Torres (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,,Favorable
1099,50,2025-04-11,SW-14,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
1100,50,2025-05-15,SW-12,Emergency,Community Center,Cruz (Parent); Lopez (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,True,,Needs Improvement
1101,50,2025-06-06,SW-19,Post-Placement Monitoring,Community Center,Garcia (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1102,50,2025-11-12,SW-06,Routine Follow-Up,Community Center,Diaz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1103,50,2026-02-25,SW-12,Routine Follow-Up,Church,Lopez (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
1104,51,2024-05-04,SW-19,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1105,51,2024-06-21,SW-09,Post-Placement Monitoring,Proposed Foster Home,Santos (Parent); Garcia (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
1106,51,2024-08-09,SW-04,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
1107,51,2024-09-26,SW-03,Post-Placement Monitoring,Family Home,Santos (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Inconclusive
1108,51,2024-10-06,SW-19,Initial Assessment,Church,Torres (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
1109,51,2024-10-30,SW-04,Reintegration Assessment,Family Home,Cruz (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1110,52,2024-02-10,SW-10,Post-Placement Monitoring,School,Flores (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
1111,52,2024-02-24,SW-11,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1112,52,2024-03-05,SW-05,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
1113,52,2024-03-17,SW-19,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
1114,52,2024-04-22,SW-17,Routine Follow-Up,Barangay Office,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
1115,52,2024-06-02,SW-06,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
1116,52,2024-06-17,SW-12,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Unfavorable
1117,52,2024-07-26,SW-11,Post-Placement Monitoring,Family Home,Rivera (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
1118,52,2024-08-22,SW-17,Routine Follow-Up,Family Home,Santos (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1119,52,2024-09-02,SW-16,Initial Assessment,Church,Lopez (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
1120,52,2024-09-03,SW-13,Routine Follow-Up,Church,Torres (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
1121,52,2024-09-15,SW-15,Emergency,Church,Santos (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,True,Follow-up scheduled,Unfavorable
1122,53,2023-11-11,SW-16,Routine Follow-Up,Church,Diaz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1123,53,2023-11-15,SW-17,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1124,53,2023-11-18,SW-02,Initial Assessment,School,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
1125,53,2023-11-27,SW-16,Initial Assessment,Family Home,Rivera (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Inconclusive
1126,53,2024-01-07,SW-03,Emergency,Barangay Office,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,,Favorable
1127,53,2024-02-11,SW-18,Reintegration Assessment,Barangay Office,Diaz (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
1128,53,2024-03-01,SW-16,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
1129,53,2024-03-06,SW-11,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1130,53,2024-04-04,SW-12,Routine Follow-Up,Community Center,Garcia (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1131,53,2024-04-16,SW-17,Post-Placement Monitoring,Church,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
1132,53,2024-04-23,SW-11,Routine Follow-Up,Community Center,Cruz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,Follow-up scheduled,Inconclusive
1133,53,2024-04-27,SW-17,Post-Placement Monitoring,Family Home,Lopez (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,True,False,Follow-up scheduled,Inconclusive
1134,53,2024-05-03,SW-09,Routine Follow-Up,Proposed Foster Home,Diaz (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
1135,53,2024-05-21,SW-13,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
1136,53,2024-06-21,SW-04,Routine Follow-Up,Church,Reyes (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
1137,53,2024-07-13,SW-17,Routine Follow-Up,School,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1138,53,2024-08-17,SW-20,Routine Follow-Up,Community Center,Mendoza (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable
1139,53,2024-09-17,SW-18,Emergency,Family Home,Diaz (Parent); Rivera (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Neutral,True,False,,Inconclusive
1140,53,2024-10-21,SW-10,Routine Follow-Up,Family Home,Cruz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,,Favorable
1141,53,2024-11-25,SW-07,Post-Placement Monitoring,Proposed Foster Home,Lopez (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Inconclusive
1142,53,2024-11-30,SW-06,Routine Follow-Up,Barangay Office,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Unfavorable
1143,53,2025-01-04,SW-05,Emergency,Church,Santos (Parent); Flores (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
1144,53,2025-01-23,SW-08,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Inconclusive
1145,53,2025-02-06,SW-04,Initial Assessment,Proposed Foster Home,Lopez (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1146,53,2025-02-14,SW-06,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1147,53,2025-03-30,SW-12,Reintegration Assessment,Family Home,Santos (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
1148,53,2025-04-16,SW-04,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,False,Follow-up scheduled,Favorable
1149,53,2025-04-29,SW-14,Emergency,School,None,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1150,53,2025-05-19,SW-08,Post-Placement Monitoring,School,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
1151,53,2025-05-21,SW-16,Initial Assessment,Barangay Office,Cruz (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1152,53,2025-05-21,SW-12,Post-Placement Monitoring,Community Center,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
1153,53,2025-06-26,SW-11,Routine Follow-Up,Family Home,Cruz (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1154,53,2025-06-30,SW-03,Initial Assessment,Barangay Office,Santos (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Needs Improvement
1155,53,2025-07-25,SW-01,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
1156,53,2025-09-08,SW-10,Routine Follow-Up,Family Home,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Inconclusive
1157,53,2025-10-04,SW-17,Routine Follow-Up,Church,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
1158,53,2025-11-04,SW-01,Reintegration Assessment,Community Center,Cruz (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1159,53,2025-11-06,SW-04,Routine Follow-Up,Barangay Office,Lopez (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1160,53,2026-01-28,SW-12,Routine Follow-Up,School,Reyes (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Unfavorable
1161,53,2026-01-31,SW-13,Routine Follow-Up,School,Santos (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable
1162,53,2026-02-05,SW-05,Routine Follow-Up,Family Home,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Inconclusive
1163,54,2023-04-15,SW-19,Reintegration Assessment,Church,Rivera (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Favorable
1164,54,2023-05-07,SW-08,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,Follow-up scheduled,Favorable
1165,54,2023-06-12,SW-15,Reintegration Assessment,School,Diaz (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1166,54,2023-06-22,SW-13,Routine Follow-Up,Barangay Office,Rivera (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
1167,54,2023-11-16,SW-14,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
1168,54,2024-01-30,SW-02,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
